24.805000,-857.810000,475.430000,-85.526000,-224.240000,223.240000,354.640000,-65.237000,412.320000,328.390000,346.470000,-75.890000,179.730000,228.770000,232.820000,-318.410000,-90.260000
-385.910000,-541.010000,131.330000,-936.320000,237.750000,-720.450000,-402.630000,306.060000,401.490000,181.030000,-263.980000,-80.199000,231.740000,-62.102000,-158.730000,-614.020000,151.910000
494.640000,-656.930000,-89.539000,410.260000,4.492700,298.420000,81.890000,28.560000,-98.281000,-383.750000,-29.000000,-278.600000,-7.038400,-360.820000,-274.630000,-263.820000,-248.580000
603.880000,-423.570000,-343.840000,314.380000,211.010000,-13.610000,60.564000,-71.033000,-73.514000,-563.790000,-200.190000,18.143000,-124.590000,-185.670000,-229.800000,110.670000,-256.090000
-190.520000,-367.060000,618.000000,460.720000,-757.170000,0.930830,416.430000,160.650000,-133.100000,54.964000,405.850000,29.205000,-366.800000,93.202000,251.960000,211.770000,251.150000
80.495000,-221.690000,-938.790000,93.327000,-309.480000,-403.330000,318.610000,-125.780000,827.860000,-496.700000,-340.510000,-168.080000,276.990000,-142.650000,138.430000,253.140000,429.150000
40.034000,-392.470000,-561.160000,245.110000,-170.340000,-496.310000,382.450000,627.180000,32.078000,-307.650000,-127.090000,176.840000,69.103000,472.060000,-223.830000,97.668000,-101.150000
526.440000,-505.070000,90.657000,-96.444000,0.429960,304.860000,207.910000,87.237000,-108.220000,310.910000,314.640000,299.440000,-64.871000,-208.350000,-382.790000,-109.930000,61.989000
49.089000,-846.500000,-386.290000,293.300000,-380.960000,190.470000,86.262000,264.300000,-237.300000,-76.200000,-205.330000,-64.550000,-242.450000,-315.620000,266.020000,-308.650000,6.446600
-225.120000,-937.840000,320.780000,-523.150000,5.653000,-415.090000,-64.875000,-318.170000,339.190000,553.900000,-438.460000,519.290000,62.574000,41.222000,137.340000,-14.116000,36.742000
175.320000,-711.770000,294.430000,-456.830000,-200.460000,29.092000,394.850000,65.266000,99.947000,-122.320000,267.260000,416.130000,33.629000,209.500000,-46.698000,-290.440000,213.280000
-486.860000,-171.240000,-764.810000,163.590000,138.980000,202.800000,358.230000,305.520000,-361.720000,8.506800,-256.190000,45.607000,-235.730000,430.990000,96.417000,215.190000,363.350000
246.230000,-449.300000,433.080000,-352.620000,-224.000000,-232.630000,176.140000,201.710000,18.817000,487.260000,414.580000,67.633000,-194.450000,198.340000,-65.804000,-105.920000,135.900000
242.760000,-608.030000,710.900000,-319.650000,-272.880000,-101.510000,214.080000,-49.866000,99.914000,330.700000,95.607000,-38.296000,-157.660000,341.940000,-218.250000,120.280000,3.090600
452.250000,-625.820000,294.050000,164.960000,-599.170000,299.360000,3.825600,307.270000,-8.678700,427.100000,344.570000,-286.950000,-136.800000,-84.132000,-242.820000,-115.880000,241.170000
463.890000,-416.780000,-408.570000,402.410000,43.949000,-185.380000,61.528000,-69.959000,9.474700,-618.690000,1.298300,280.520000,-19.282000,78.798000,-354.290000,15.153000,-157.960000
526.710000,-173.470000,-456.290000,383.280000,-183.580000,-342.870000,189.580000,-80.562000,453.980000,-555.030000,208.050000,242.440000,241.490000,-115.950000,-368.340000,77.390000,7.652400
118.070000,-979.260000,-60.144000,289.500000,-417.950000,213.270000,34.039000,-77.867000,375.400000,284.120000,298.190000,-183.630000,-164.620000,-480.540000,254.530000,-312.820000,106.770000
-274.790000,-1066.000000,372.490000,34.585000,-523.280000,105.390000,45.904000,65.304000,-33.057000,584.370000,296.290000,266.720000,-317.920000,42.882000,78.227000,50.819000,330.510000
103.130000,-547.230000,-73.468000,-391.190000,708.960000,-159.210000,144.170000,-129.370000,237.570000,-0.906870,-60.328000,387.760000,-126.870000,-267.820000,167.050000,-163.520000,46.613000
-496.580000,-398.430000,386.430000,-1027.700000,-17.656000,-539.470000,-16.408000,159.570000,292.490000,-4.336000,-569.260000,323.950000,37.583000,66.508000,210.740000,-564.070000,86.681000
-177.870000,-1020.900000,336.670000,221.630000,-489.530000,200.080000,296.820000,42.220000,235.160000,265.750000,231.820000,37.095000,-223.130000,127.150000,-155.690000,-42.251000,-148.450000
209.800000,-258.960000,179.640000,-207.470000,-516.730000,229.490000,381.130000,51.646000,68.749000,293.310000,547.630000,351.010000,-16.357000,-46.007000,-53.647000,-172.050000,286.740000
252.250000,-78.589000,87.568000,749.340000,-322.680000,267.780000,-320.030000,-196.530000,-277.330000,-58.122000,165.850000,-13.746000,-126.270000,-59.199000,-64.941000,-181.440000,-302.760000
288.480000,-792.890000,118.730000,-45.767000,-1.920600,-154.130000,70.528000,243.590000,61.668000,556.180000,449.460000,132.160000,-150.900000,-303.710000,-37.539000,-138.330000,111.660000
